quizzes,solutions
004020003350007002020800610809050040042009036500700180006004908170093005000600000,684921753351467892927835614819356247742189536563742189236514978178293465495678321
070020400050609300601007000405008600060010030090003820000802070310056008008040509,973125486254689317681437952435278691862914735197563824546892173319756248728341569
420007105000000060063980000017600508500720093900408000050800901002036004300040820,429367185785214369163985472217693548548721693936458217654872931892136754371549826
000180000060079035724060000073028900250003067000510200000000029690000308005400016,539184672861279435724365891173628954258943167946517283417836529692751348385492716
050032000091080340004006805710068000030900280206340900000709000008000451502000090,857432169691587342324196875719268534435971286286345917143759628978623451562814793
040006817700090506030010200006183000120040080090200045800000009003005001502930700,249356817781492536635718294456183972127549683398267145874621359963875421512934768
090052080000900010600081007370004200008006309400100075800200036914600008000700504,791452683583967412642381957375894261128576349469123875857249136914635728236718594
001608430600001900008740000030050007010007640850060021009200000000900283704030500,571698432643521978298743156436152897912387645857469321389215764165974283724836519
046725000130046070500000009315007800000250300002008091000069032400000010080300706,946725183138946275527183649315697824894251367672438591751869432463572918289314756
081097030300020600900410800004730568005080017090006000003000100400500002102048009,581697234347825691926413875214739568635284917798156423853972146479561382162348759
106074090049800030780502000020400007038000100007009040600230970000061320000908501,156374892249816735783592416921453687438627159567189243614235978895761324372948561
060403000300005900010080070008007060009340002000000305170050000005602410240708096,962473851387165924514289673438527169659341782721896345176954238895632417243718596
050910040087000002902008603600000070109020560040030218500000080003574900000180700,356912847487365192912748653628451379139827564745639218571293486863574921294186735
040071903000590060530000001000082100350607040290050870020408000016020004470060020,642871953187593462539246781764982135358617249291354876925438617816725394473169528
050093620000020050302400017000006080008730000160500900049051200070084500810000063,751893624486127359392465817934216785528739146167548932649351278273684591815972463
605000000030000129090370000003045600001790004057201008070426300000089072048100090,685912743734658129192374865923845617861793254457261938579426381316589472248137596
609801700000540036000602004000017350000300000017950208006000942058000017472006000,649831725721549836583672194864217359295368471317954268136785942958423617472196583
800041700109803000200560080970020405006000900004308060000005003050014020780900600,835241796169873542247569381978126435326457918514398267492685173653714829781932654
000500002041038090090106000058002640603010507400000001700029360302450000000700105,836597412541238796297146853158372649623914587479685231715829364362451978984763125
000071500040200090070806020003050006180003970006089430200700001005302080090000064,632971548841235697579846123923457816184623975756189432268794351415362789397518264
007840500034025901000007030003506008040300010016900007400000000709001056002068009,197843562834625971625197834273516498948372615516984327461259783789431256352768149
900650008200040600030780015000000540800200307071300060009008000100570209605021030,917653428258149673436782915392867541864215397571394862729438156143576289685921734
060070329308046007009100000000003000536201000402097005001000980205000406070804100,164578329328946517759132648897453261536281794412697835641725983285319476973864152
059040001800200090213007064097530000000002836000061700006000020405870900030104005,759643281864215397213987564697538142541792836382461759176359428425876913938124675
090000001052000840108720030400900003003065208607100000000650900800004007034009012,396548721752391846148726539425987163913465278687132495271653984869214357534879612
004320017107004020000061905206090870703006000000000409000810036580002000030540001,954328617167954328328761945246195873793486152815273469472819536581632794639547281
007000530024900000060381040035000001090005006800240700001003800200406090053870604,187624539324957168569381247435768921792135486816249753641593872278416395953872614
800006000035000107790040380200610809070050020040078500000820940300100006012005700,821736495435982167796541382253614879178359624649278513567823941384197256912465738
004000150900020807030048060240050900705200308600109000010006002060910704508000000,824697153956321847137548269241853976795264318683179425419786532362915784578432691
302708100040503700008201590576800200000009004090005830600000070230000461907010000,352798146149563782768241593576834219823179654491625837614352978235987461987416325
408100023000970640059020800200010700061000504800305000300040001010062090002800076,478156923123978645659423817235614789961287534847395162386749251714562398592831476
000200060091030020054009007000470010100090654038506000800640230002005070970301008,783254961691738425254169387569472813127893654438516792815647239342985176976321548
092000040050020073010908000006007300030094065800200010520100007700403008100060094,692375841458621973317948256946517382231894765875236419524189637769453128183762594
009407030010380009704500060980610002605030740000002800408079000000040500203100000,869427135512386479734591268987614352625938741341752896458279613196843527273165984
054008000081350604702000090300009007108000425076140003000090002000500310860004700,654978231981352674732461598345829167198736425276145983517693842429587316863214759
708200094003004700090056100015000602080100043304009800000960000600503000020080001,768231594153894726492756138915348672286175943374629815831962457647513289529487361
803040700000302040610500009500290600007801002039006010040005300050627400090080027,823149765975362148614578239581294673467831952239756814742915386358627491196483527
320690500009310000007408000080070020100006903005820407068004700790000001041000350,324697518859312674617458239486973125172546983935821467568134792793265841241789356
405003008000920007090800061023005900000600004100702050007340680654010309008070000,475163298861924537392857461723485916589631724146792853217349685654218379938576142
060023000800070412400090500004006008930200051150000207080100790740900086000050300,561423879893675412427891563274516938938247651156389247382164795745932186619758324
730000090250784000008200000002058003060000250900010470190007305000906084043001009,734165892259784631618293547472658913361479258985312476196847325527936184843521769
601000003005809201000040090780406000309005820006000030050608107000190000024503900,691257483435869271278341695782436519349715826516982734953628147867194352124573968
009760180000005003070480950300000807500100069060004210804002600012900000000300704,459763182186295473273481956321659847548127369967834215834572691712946538695318724
609004080070000002000135600850023000003040108090500027307010090540068000008007004,639274581175896432284135679851723946723649158496581327367412895542968713918357264
600810040580600090020007010000140027750008000090000600016009305800251400000730200,679813542581624793423597816368145927752968134194372658216489375837251469945736281
017008692092000004000600050000340020040020507200019400080001930300000106079560008,517438692692157384834692751761345829943826517258719463486271935325984176179563248
007030860001000754050810900780002000300085000042300009406050300090060012200403070,927534861831629754654817923785942136369185247142376589476251398593768412218493675
100309700060072010409000020007000008800405930030860000523000860080603295000000004,152349786368572419479186523247931658816425937935867142523794861784613295691258374
003010502201054070900860300702500860000090150005400009100000090360007020004003608,643719582281354976957862341792531864436298157815476239128645793369187425574923618
130280409890006000065070200050007040200600003710890000089530010004100590000000806,137285469892416357465973281956327148248651973713894625689532714374168592521749836
000300648090106052350800000100604700704009000030050021062003070803407090000900806,271395648498176352356842917125634789784219563639758421962583174813467295547921836
030002800084901760200075000000090040069204000105067098600000307023050009090000610,937642851584931762216875934372598146869214573145367298651489327723156489498723615
605700100200360087010000043503600002009005304080009010007900030001427008000080406,635748129294361587718592643573614892129875364486239715847956231361427958952183476
000740086843060090079003000000000200500901004020587100910050060207100503080400010,152749386843265791679813425791634258538921674426587139914352867267198543385476912
009000360107090000205800090002600403010709820070030500003046007000205004086001050,849127365167593248235864791952618473314759826678432519523946187791285634486371952
085200060070083000400900307020009018001000500900408032030700004207004609500026800,385247961179683245462951387723569418841372596956418732638795124217834659594126873
300004200002750080081003006056070408009600100730089000400020030000060015008501920,367814259942756381581293746156372498829645173734189562415928637293467815678531924
000002031130800409006090800210070086904010750300005000000004070720100040058006092,879642531132857469546391827215473986964218753387965214691524378723189645458736192
020140030006020078010906200001503802000007560600080004000000007893001400704002950,527148639946325178318976245471563892289417563635289714152694387893751426764832951
604003000007010006089020150106005270000004803002070600700150008000390020028006900,614583792257419386389627154146835279975264813832971645793152468461398527528746931
000060920600100435400058000000020509019800007504307001020904000030780604007000010,751463928682179435493258176378621549219845367564397281826914753135782694947536812
000500764620410950003000200100003000079850000050790028460020075900004010700380040,891532764627418953543967281186243597279851436354796128468129375935674812712385649
008250030014090007002317900080006000900000670000425000037102060069080020500700043,798254136314698257652317984283976415945831672176425398837142569469583721521769843
000500063200040910070006005010870009030000800000904250700050096640013000583020047,194582763256347918378196425412875639935261874867934251721458396649713582583629147
000300640090000000704002001205790300009200580061004007010587003800013902506009070,128375649693148725754962831285796314479231586361854297912587463847613952536429178
006470080052030000090805001060007420230980000701000060070000003003060172108040900,316479285852631794497825631569317428234986517781254369675192843943568172128743956
800009210003200000702060095480100560000046000070800030207000008050304006031080079,864759213593218647712463895489137562325946781176825934247691358958374126631582479
009020508042000000300057090705300001010060025204900080000609402000078030603001057,179423568542896173386157294765382941918764325234915786857639412421578639693241857
800000040026400095905080103500207901300004620007010080001030002408500000700906300,873195246126473895945682173584267931319854627267319584691738452438521769752946318
530070092060000710000509608010008900700060201002400000004100807900025306086034000,538671492469382715127549638613258974745963281892417563354196827971825346286734159
007000800090280501004093067740000102030004050500706090000900000180040003309100028,257461839693287541814593267746359182931824756528716394472938615185642973369175428
809302040013070800250014000600000780001009305080240009520003460070000093004561000,869352147413976852257814936692135784741689325385247619528793461176428593934561278
008050609003041250700090000085062000060007321010900800046010070900000438502000010,128753649693841257754296183385162794469587321217934865846319572971625438532478916
007030419409005068000200050001370000250080300900060804680190007300020000014608000,527836419439715268168249753841372695256984371973561824682193547395427186714658932
018020439000005010462010700800004006000901500750608200003000090240090107086007005,518726439397485612462319758831254976624971583759638241173562894245893167986147325
006507980350002601800300000703020000064031009100008004900140570402980006000000400,246517983357892641891364257783429165564731829129658734938146572472985316615273498
070005980080740003009620050002300070106200000090001804560000090030800702400003100,274135986685749213319628457852394671146287539793561824567412398931856742428973165
610900082400072090300140005500380000024060001806000040008710050050000900009053726,617935482485672193392148675571384269924567831836291547268719354753426918149853726
030500028089000060070306001040930002506074900000205800000008136007002500091000040,634519728189427365275386491748931652526874913913265874452798136367142589891653247
020809043000006002500304100142070900870500064090000780000060000410085079300100500,721859643934716852568324197142678935873591264695432781257963418416285379389147526
020063080605400030097002000008025000500000090002690104000810007400009300060307501,124963785685471239397582416948125673516734892732698154253816947471259368869347521
400000385018040009709032600002000000100268070500090004073500012000009800860400030,426917385318645729759832641632754198194268573587193264973586412241379856865421937
582600107930400800007002500100045603000003700000200014020900000406070005309000486,582639147931457862647812539198745623264193758753286914825964371416378295379521486
178003004060005009050060108900027600043010000600409800200000030000540901804036207,178293564462185379359764128981327645543618792627459813295871436736542981814936257
005300008208506030300010400006971000920050001050000700000294100001800502470000300,745329618218546937369718425836971254927453861154682793583294176691837542472165389
001070006850020400003010270000290300704006501306004090082061005000080149000503000,241378956857629413963415278518297364794836521326154897482961735635782149179543682
360001502210009807500400009800302071070500000002108460600800000040037000005200103,369781542214659837587423619856342971471596328932178465623815794148937256795264183
780000020900810053052060040007030100020050030104697200400980000000105460078020009,781543926946812753352769841567238194829451637134697285415986372293175468678324519
300706090104830006006040300000020010851000720600004509200600173000305040910070800,382756491174839256596241387439527618851963724627184539245698173768315942913472865
009500700020007001004000326360015400082090010000800000000708043710402809600109005,139526784826347951574981326367215498482693517951874632295768143713452869648139275
074032600000408900005010703092340050060091400100050080000000201020180037730000060,974532618316478925285619743892347156563891472147256389458763291629184537731925864
860000003000500079093400000048200630000014005209706080030000210710685090004320000,867192543421563879593478162148259637376814925259736481635947218712685394984321756
002065000170000580090800043040106000050020900000090074830970005006402038007003010,482365197173249586695817243749136852358724961261598374834971625916452738527683419
007006290300017000280500100040631008071900060000000400809004026420805970000000030,157486293394217685286593147942631758571948362638752419819374526423865971765129834
300006010978000500506004902062018053030062700040000001081670094000000008000031020,324596817978123546516784932762918453135462789849357261281675394653249178497831625
000012508007009160062070000006000807000504003519080200301020090080050000200106004,943612578857349162162875439436291857728564913519783246371428695684957321295136784
700204190503900000000150087820090500040000230059700618006408003002001040080060000,768234195513987462294156387821693574647815239359742618176428953932571846485369721
002040030470200090901056000000080507084009260600003080105370004709102000000000106,852947631476231895931856742293684517584719263617523489165378924749162358328495176
040209060000070128003000500406002030080300415009700006510008043300004970020600001,841259367695473128273861594456182739782396415139745286517928643368514972924637851
020050009401700200900080310587100000090503006600000102004030701006402500800670003,728351649431769285965284317587126934192543876643897152254938761376412598819675423
056800300007400281000010009008300000400507002010060750004208010780039600901000070,156892347397456281842713569578321496469587132213964758634278915785139624921645873
087010005300005900090876010740980060062000300800100050001208006003750090900000524,287319645316425978594876213745983162162547389839162457451298736623754891978631524
000900650400000200603040978870001009029070005040020360050006713000082000100037000,782913654495768231613245978876351429329674185541829367258496713937182546164537892
000200060070050923069100405904807000030000800016930700305008002081006070007495010,543289167178654923269173485954867231732541896816932754395718642481326579627495318
609080000300500000040001050500430010100705908708900034860309002002104300000002705,659283471381547629247691853596438217134725968728916534865379142972154386413862795
028000406004510009705200031060009010300140087000050200500000900007000063910703008,128937456634518729795264831462879315359142687871356294543681972287495163916723548
060903850000040900017600302005000003008125007006004010300089204000700080502010009,264973851853241976917658342195867423438125697726394518371589264649732185582416739
640090800002700040980060351710000903890001270503000000050410086260830000000650000,645193827132785649987264351714528963896341275523976418359412786261837594478659132
700804000018006390435000006000007008090010020602409005300020010000570080080903760,769834251218756394435192876153267948894315627672489135347628519926571483581943762
000400830703900020218007095050000213802000504034060009000780001690200000000310650,569421837743958126218637495956874213872193564134562789325786941691245378487319652
790036800002000300056008090000897001000040659410000003580109002020650000004003007,791436825842915376356728194635897241278341659419562783583179462127654938964283517
007008430600009010012350900103200890000006007080093260098640025400000000500087100,957168432634729518812354976163275894249816357785493261398641725471532689526987143
604500910100260030850700002901370504040091763000000080069000050000038000070002401,624583917197264835853719642981376524542891763736425189269147358415938276378652491
090007801300210050500060002602340000008590007004008100405000380010630700700900400,296457831387219654541863972672341598138596247954728163465172389819634725723985416
600500982030080006100409000905270064200000070048013050050807000006040127300090500,674531982539782416182469735915278364263954871748613259451827693896345127327196548
071000309000006050050003207600010048090080006003097105760400003084700000302500800,471852369238976451956143287627315948195284736843697125769428513584731692312569874
100073006960050700008029000002000903000408150300902080089001005005006230700000801,124873596963154728578629314842517963697438152351962487289341675415786239736295841
040006080600000007052301090860000050000938010021500003017090062480075000000000400,149726385638459127752381694863142759574938216921567843317894562486275931295613478
010030604700004001560002008670000850030790240000003900040000700250016030398040005,912538674783964521564172398679421853831795246425683917146359782257816439398247165
039004008800102000506000090000009000780030060001700403200008356040610027005003001,139564278874192635526387194463859712782431569951726483217948356348615927695273841
009708004400290050301000900800004701004500009237060080060003027700802106050900003,529738614476291358381645972895324761614587239237169485968413527743852196152976843
904380060002004500065000003051008400600030090000000321070560080040102009190003007,914385762732694518865217943351928476627431895489756321273569184548172639196843257
700204030906800015000010900850900067000006340009041000000350000061020700370000408,715294836946873215283615974854932167127586349639741582498357621561428793372169458
839020010005040020046700005004100903020570000080390270000000401610008000007960300,839625714175843629246719835764182953923576148581394276398257461612438597457961382
030000207600000019917006380002397006706008020003040500400203008005800100080009604,534981267628735419917426385152397846746158923893642571469213758375864192281579634
200060403000059607070800012098005000010000370720400009800007504401000090900308120,289761453143259687576834912398675241614982375725413869862197534431526798957348126
090000010207150004005069002120007360069800020300010005740903100600400080000025030,896742513237158694415369872124597368569834721378216945742983156653471289981625437
016040000050027031800900040000580002480060090305004060020059000008000503041806007,216348759954627831837915246169583472482761395375294168723159684698472513541836927
300080000208601409640003010000009070854200000009105308030904200002070005017000060,391482756278651439645793812123869574854237691769145328536914287982376145417528963
090100060003000002800475030360090010507080200018602500604700900081950007050034000,495123768173869452826475139362597814547381296918642573634718925281956347759234681
203940080004078200100050000000190048900807062530000700016003490000610070070504000,253941687694378251187256934762195348941837562538462719816723495425619873379584126
000009002700106500563070000209008405040030728000010309410007006000080900075603840,184359672792146583563872194239768415641935728857214369418597236326481957975623841
007103000050047000200000000900528700020600040803009010004090026010864030079300500,497183652156247398238956471941528763725631849863479215384795126512864937679312584
005700019003040670000091800430205900109306208600000000060009007504120300008057020,825763419913842675746591832437285961159376248682914753261439587574128396398657124
300050019149300000060070080001000005070900240000800067005218096094760000800000023,387452619149386572562179384921647835678935241453821967735218496294763158816594723
107300806040000002090041700006075000800900305024100090700090008005003260300580104,157329846643857912298641753936275481871964325524138697712496538485713269369582174
600000001004805070003410082301247900098006507002500030005000046920700010000083000,689372451214865379573419682351247968498136527762598134835921746926754813147683295
504009000860700004901065087000010008000502100602094053000040200050170006087200030,574389612863721594921465387395617428748532169612894753136948275259173846487256931
029300004000006590730008001053041720200000000106057300504082000071003400090000086,629315874418726593735498261953641728247839615186257349564182937871963452392574186
980041506000308000040000207208000405560700003004092000090600014730000800001035709,987241536652378941143956287278163495569784123314592678895627314736419852421835769
407080050300920041009030000106003008000015700780400100900006587548009602000200030,427681359365927841819534276156793428294815763783462195932146587548379612671258934
008204016060090000704100005601400093039010000070060840016009082800000374200350000,958234716163597428724186935681475293439812657572963841316749582895621374247358169
107008904050700008040006050020030010305100000008679230960003700201000040000024600,137258964659741328842396157726435819395182476418679235964513782281967543573824691
070690008008100204409030000056020800900705010340860000520000300100002957007013006,275694138638157294419238765756321849982745613341869572524976381163482957897513426
041500007030040000500807901400670200800005010250080309000093004070200600009006058,941562837738941562562837941413679285897325416256184379685793124174258693329416758
500002030100080002080034710920000405800901000730820900400600008000007650090410003,547162839163789542289534716921376485856941327734825961472653198318297654695418273
100600803800045060024000100780003400500090021003460007200001600005000010300870902,159627843837145269624389175782513496546798321913462587278951634495236718361874952
100030070062000050049257080800001300010090040207004000000975006000600504003802910,185436279762189453349257681894721365516398742237564198421975836978613524653842917
708040310060208940001700000802001004035090600000430002300007460156000020000950080,728549316563218947941763258892671534435892671617435892389127465156384729274956183
000087600002000010386509040001005003630020000090001478100836900970000020500900004,419287635752643819386519742841795263637428591295361478124836957978154326563972184
000036701500009000200710090900000360060023409840000025000850000390004210018090046,489236751571489632236715894952148367167523489843967125624851973395674218718392546
104030082002007009050800073600750804240000000003090160019000056300560900008420030,174935682832647519956812473691753824245186397783294165419378256327561948568429731
803501700000000009046070530300420000100300080082005600200006370701200040000940205,823591764517634829946872531369428157175369482482715693294156378751283946638947215
401005600960007035000030009047006900300002780509000010080270001000009420700450860,431925678968147235275638149847316952316592784529784316684273591153869427792451863
700080006013052070060000300092100004605007002030206980000000413001704590080503000,759381246413652879268479351892135764645897132137246985576928413321764598984513627
040206000000310208010870096000400009803100405007089600609002503100030070702050000,348296157976315248215874396561423789893167425427589631689742513154638972732951864
000500946200000000048009107802036050930042000061070008000007302000091705107600090,713528946296714583548369127872136459935842671461975238659487312384291765127653894
369250000000386004002000050001000407028003690000579010040102070510960008090000003,369254781175386924482791356951628437728413695634579812846132579513967248297845163
300200070010605800000087140620800000003001500050090304240500006006009007795302080,389214675417635892562987143624853719973421568158796324241578936836149257795362481
007002698006730405050090000000924001420010000590807003060000300309400080802150069,137542698986731425254698137673924851428315976591867243765289314319476582842153769
009024500300000640020500109005067098003902407010803250496000700080306004700001000,179624583358719642624538179245167398863952417917843256496285731581376924732491865
090084000001005706304100500180600020060050000005079000013000280008306059200400607,596784312821935746374162598187643925962851473435279861613597284748326159259418637
308500040205069070061400200000080600000003050057040091794300000600900800083072010,378521946245869173961437285139785624426193758857246391794318562612954837583672419
090002000180070600500060032910400026704800500003920008200700085000003460035081009,396542817182379654547168932918435726724816593653927148261794385879253461435681279
400028570073400000600000900800130205000009860019800040006007030038040102924050006,491628573273495618685713924867134295342579861519862347156287439738946152924351786
050900040406500003720608001002060730000032059800000006304000018501009070089007400,158923647496571283723648591912865734647132859835794126374256918561489372289317465
067209080000075100500006020002800060410007830058920007006030001080400000300502940,167249385824375196593186724732814569419657832658923417946738251285491673371562948
080300001023809500407010000010020056300050104609070208796004302000006800540000070,985367421123849567467215983814923756372658194659471238796584312231796845548132679
832090006000010870407000509050600712001209000060003085070004600005307090928000030,832795146596412873417836529359648712781259364264173985173924658645387291928561437
006307000900800001010040628060030480049758000000090107003006002000000975078120340,286317594954862731317945628765231489149758263832694157493576812621483975578129346
008020000251000030690107000900684320340095006007000005030400900000060180000231670,478923561251846739693157248915684327342795816867312495136478952724569183589231674
010604000904507080500030600300001400170000036006028070030042009002000107840970500,213684795964517382587239614329761458178495236456328971735142869692853147841976523
090340000007001280500006700070002016009150000030060508340000000001980360082070040,298347651467591283513826794875432916629158437134769528346215879751984362982673145
700900500023040000180025600204070006600030009005000780007064030091008004000003875,746981523523647198189325647214879356678532419935416782857264931391758264462193875
040100700060000003103060259200008006300507400480000090650030820000089035000620071,942153768568972143173864259297348516316597482485216397659731824721489635834625971
180206004059000300002040008000072056034890200700100000570000100000903020006410030,187236594459781362362549718918372456634895271725164983573628149841953627296417835
201000008600028900070563100037005020000090007108604003000000609304000781506980000,251749368643128975879563142937815426465392817128674593782431659394256781516987234
501064078007100304003000200069530100000020030008701009100257000800009062470000500,521364978687192354943875216269538147714926835358741629196257483835419762472683591
000009586700000200209408000308000700006132050950600004000260400040900812010003097,134729586785316249269458173328594761476132958951687324897261435643975812512843697
400097102802504007310000000060050010000002004000801035025060073670900800000040900,456397182892514367317286549763459218581632794249871635925168473674923851138745926
005002700900005041618900200000030100029068003706090804083140050000800000590703006,345612798972385641618974235854237169129468573736591824283146957467859312591723486
039028060607050902010000000054080091800300605000700040300040500095270004086001009,539428167647153982218967453754682391821394675963715248372849516195276834486531729
090210004000058103032000850078400590053092000010000408000504370006100000007026040,895213764764958123132647859678431592453892617219765438921584376346179285587326941
105000300098702006000903000087690005006001070000305020069040250000080410051209800,175468392398712546642953781287694135536821974914375628869147253723586419451239867
000000200130476050095000000300900021029304008604080500200600000750041030081050607,867539214132476859495128376378965421529314768614782593243697185756841932981253647
900000685602007001351090040400600500020040000760082003097120006000708290003500100,974213685682457931351896742438671529129345867765982413897124356516738294243569178
000601900050700064102903805070109380021000007800005400003006001400028590600400030,748651923359782164162943875574169382921834657836275419283596741417328596695417238
060410007700003800020007905806002030097000000502890601009108200340200060000540000,968415327754923816123687945816752439497361582532894671679138254345279168281546793
007006190310000240204007600065800000001000458030004902000050700079028000050409030,587246193316985247294137685465892371921763458738514962843651729679328514152479836
090000780000609000052380004400500870003067012610804500060100000204090008001002063,396245781148679325752381694429513876583967412617824539965138247234796158871452963
006000507000508046200100800904380010000002903050060008007809260400050001129600700,816493527793528146245176839974385612681742953352961478537819264468257391129634785
000000000000500297690401005000058042508029000010307060765004000401900870003010006,857293614134586297692471385376158942548629731219347568765834129421965873983712456
958300000004069501002700000001074086403012070090000000100008600205000430037050209,958321764374869521612745893521974386483612975796583142149238657265197438837456219
890500403070080006005007010900061040307900000004050021000048560000200708260300000,896512473173489256425637819952861347317924685684753921739148562541296738268375194
001900080260104039040007005600000270035020040780006001903402006000830900007001054,571963482268154739349287165694518273135729648782346591953472816416835927827691354
182030900000409080007600502020004750005080001900506020008007609000001040640002803,182735964536429187497618532823194756765283491914576328258347619379861245641952873
603090050051048700000600802069013070004002005100870090002100040070005008400730006,683297451251348769947651832869513274734962185125874693592186347376425918418739526
530020000890000307607010059010400002903085700000790806200043085006859003000000010,534927168891564327627318459718436592963285741452791836279143685146859273385672914
000000064008107320600540900060090570190030080037206100510002700470300008002000090,751923864948167325623548917264891573195734682837256149519482736476319258382675491
000400970072100460680000005000027100400906000520300009760005040010800300300009752,153462978972158463684793215896527134431986527527341689769235841215874396348619752
700006001000050200002739005030004000540600710018002090004025006000400903006890420,795246831463158279182739645237914568549683712618572394974325186821467953356891427
500008703000076009240000108010004005790010000003087600300205010020060007081040092,569128743138476259247359168812634975796512384453987621374295816925861437681743592
274005630030900800005000014490700006301800005060021090019004080000500972700300000,274185639136942857985637214498753126321869745567421398619274583843516972752398461
060000345104009000020600907015090000070200004400083060300901080259007130700062000,967128345134579628528634917815496273673215894492783561346951782259847136781362459
902050080040608000380020750010800097800001020509004300136005000400073205000900040,962357481745618932381429756614832597873591624529764318136245879498173265257986143
800060370200009060004002010090501000300080001701600405002076009030050200056904800,819465372273819564564732918698541723345287691721693485482376159937158246156924837
700903460008000000200045107004580020560017040009060003091006030003408705050100900,715923468948671352236845197374589621562317849189264573891756234623498715457132986
000000204010537096978000000007609030069004081230010500346000000800206017000800005,653981274412537896978462153187659432569324781234718569346175928895246317721893645
001800034000007000300091765800009020017430009006520007039080500020650040040000600,971865234562347198384291765853719426217436859496528317639184572728653941145972683
050400107703200096009005820001003005005047062060080400100300000096000070302901000,258469137743218596619735824421693785835147962967582413184376259596824371372951648
300026100705900040010080360000507200070098001240030009600870000003000054490002608,384726195765913842912485367139547286576298431248631579651874923823169754497352618
070069000403520080000807941801000600036000405500002310200016500004080002910003007,178469253493521786652837941821354679736198425549672318287916534364785192915243867
040002691001574000283000000724000800009046100050000007602003050070059400000860930,547382691961574283283691574724135869839746125156928347692413758378259416415867932
910070520070000000063120800008200001700009248036000057020041000000500130040306090,914873526872965413563124879498257361751639248236418957329741685687592134145386792
078001400420090600009086002000070050030105000700300109042007036800002540160508900,678251493421793685359486712216879354934165278785324169542917836897632541163548927
025043070007009000103860500080000049300071800604020057070002904000590060001006030,925143678867259413143867592782635149359471826614928357576312984238594761491786235
209070540050000001030460820006002180020006395700508000408000000060190000900020073,289371546654289731137465829546932187821746395793518264478653912362197458915824673
040000100900301008800002697470200300006978002500000019060003004003400820180700560,642897135957361248831542697479215386316978452528634719265183974793456821184729563
090820000070600504300001090400070100860300200900002056058790603003510027000000840,594827361172639584386451792425976138861345279937182456258794613643518927719263845
000810034008035000390076800000000193125049000700600040600094710070000005280700060,567812934418935276392476851846527193125349687739681542653294718974168325281753469
000500062001780400960400001409068300256000000100002007804010730700009008002030950,347591862521786493968423571479168325256374189183952647894215736735649218612837954
080020000106430000200070569040019206001768030008000907400000398500100704003004000,785926143196435872234871569347519286921768435658342917412657398569183724873294651
076309020405206039000000700060000050340000900008020401700981000500600008001407302,876319524415276839239548716167894253342165987958723461723981645594632178681457392
080000504000079000023005108306080900007004083450906012900100020001260000000007060,689321574145879236723645198316782945297514683458936712964158327871263459532497861
010480709006300020000010460800960100005070000293000005007004390429030000600007008,312486759746359821958712463874965132165273984293841675587124396429638517631597248
500680320068030004900002000800091030004200510010003060089010050030009000007456000,571684329268935174943172685856791432394268517712543968489317256635829741127456893
790405080006002000103080070009500048600000207040923500020700960068004030000130005,792415683486372159153689472219567348635841297847923516321758964568294731974136825
000265107040000000600417009000000000784009003350700024200071090509800600016053800,893265147147398256625417389962534718784129563351786924238671495579842631416953872
800065302100003407040000600065080020000020109000307000350609084070200000280134500,897465312126893457543712698465981723738526149912347865351679284674258931289134576
500004897900203000100080400000008075007490302060520008205100000084750031090030600,523614897948273516176985423412368975857491362369527148235146789684759231791832654
098140007700200300003050690500300018410080902000070050040090163900008075071006000,698143527754269381123857694569324718417685932382971456845792163936418275271536849
004065100806930500900000037600002400010050079020400803005108002008607910090000000,234765198876931524951284637689372451413856279527419863765198342348627915192543786
000001750042065090076300400600400083025900004003080075080079010000500007001023600,938241756142765398576398421617452983825937164493186275384679512269514837751823649
310940208004107000560800004600083000005000086020090751700010040050400932902006000,317945268284167593569832174671583429495721386823694751738219645156478932942356817
078600501000094200209010047960001004040002058503070000027050000600030015800906300,478623591156794283239815647962581734741362958583479126327158469694237815815946372
400007020903020700000095063608000351317804000090000400560003240704500080020700100,486137529953628714172495863648279351317854692295361478561983247734512986829746135
000002000010760089072405060708000000053087406060500020020001008007050003946070010,639812754514763289872495361798624135253187496461539827325941678187256943946378512
050000090601500200009073004002000408095007360100806970040901007008054031300200000,453182796671549283289673154762395418895417362134826975546931827928754631317268549
080069010002008400090000005300605080070000003051080009007043060005070200460091058,584769312732158496196432875349625187678914523251387649827543961915876234463291758
000006280000091605057800000810905000460102700090043020004060538000400190239000070,941356287328791645657824913812975364463182759795643821174269538586437192239518476
008010000000820307420500100030000081602390050057006009040000020000067900569001400,378619542195824367426573198934752681612398754857146239741935826283467915569281473
001820709409000000805130002090500340240080091100007206030006078006041000500000030,361824759429765813875139462698512347247683591153497286934256178786341925512978634
084050002207040050000860030901520004008100703060000010020730061140009005090000208,684357192237941856519862437971523684458196723362478519825734961146289375793615248
009003802000004050208705604005006001720010000103400790300000000040607018971250003,459163872637824159218795634895376241724519386163482795386941527542637918971258463
407000602000065000090008541830000000001004890005070204073209005600030018009146003,457913682218465379396728541834692157721354896965871234173289465642537918589146723
020001000000500013305800097200900080003074109600003704000190065084006000009027830,926731548478569213315842697247915386853674129691283754732198465184356972569427831
073008010060003500908640200401057600000400780000012000002170035009030807006005040,273598416164723598958641273481357629325469781697812354842176935519234867736985142
600800700900025000340900026007060810080012009000300040790000150016040900520000083,652834791971625438348971526237469815485712369169358247793286154816543972524197683
060008002001200706805000930000500070910000000040683201009701508000030640072045009,764398152391254786825176934286519473913427865547683291439761528158932647672845319
